year,Country,Overall Scores,Safety and Security,Ongoing Conflict,Militarian,Condition
2022,Serbia,1.862,2.047,1.677,1.802,AMAN
2022,Bosnia and Herzegovina,1.857,2.053,1.842,1.529,AMAN
2022,Senegal,1.851,2.134,1.517,1.83,AMAN
2022,Madagascar,1.846,2.344,1.49,1.475,AMAN
2022,Greece,1.843,1.773,1.805,2.061,AMAN
2022,Chile,1.841,2.374,1.403,1.565,AMAN
2022,Timor-Leste,1.837,2.214,1.403,1.798,AMAN
2022,The Gambia,1.83,2.181,1.517,1.655,AMAN
2022,Montenegro,1.826,2.295,1.403,1.612,AMAN
2022,Laos,1.82,2.076,1.403,1.996,AMAN
2022,Botswana,1.814,2.468,1,1.812,AMAN
2022,Sierra Leone,1.803,2.216,1.501,1.509,AMAN
2022,South Korea,1.791,1.502,1.805,2.268,AMAN
2022,Uruguay,1.791,2.473,1,1.7,AMAN
2022,Vietnam,1.789,2.112,1.403,1.75,AMAN
2022,Ghana,1.785,2.031,1.575,1.673,AMAN
2022,Costa Rica,1.775,2.32,1.201,1.631,AMAN
2022,Indonesia,1.775,2.091,1.523,1.566,AMAN
2022,Albania,1.764,2.13,1.403,1.657,AMAN
2022,Mongolia,1.759,2.413,1.201,1.361,AMAN
2022,Kuwait,1.718,1.697,1.448,2.188,AMAN
2022,North Macedonia,1.707,1.921,1.403,1.798,AMAN
2022,United Kingdom,1.699,1.735,1.131,2.443,AMAN
2022,Romania,1.666,1.792,1.517,1.646,AMAN
2022,Lithuania,1.658,1.79,1.444,1.713,AMAN
2022,Taiwan,1.647,1.634,1.604,1.737,AMAN
2022,Italy,1.642,1.924,1.041,2.003,AMAN
2022,Spain,1.637,1.834,1.324,1.744,AMAN
2022,Latvia,1.624,1.84,1.439,1.482,AMAN
2022,Sweden,1.591,1.486,1.539,1.828,AMAN
2022,Mauritius,1.575,2.163,1,1.339,AMAN
2022,Australia,1.565,1.656,1.261,1.855,AMAN
2022,Estonia,1.565,1.665,1.444,1.55,AMAN
2022,Bulgaria,1.557,1.965,1,1.634,AMAN
2022,Belgium,1.544,1.857,1.123,1.611,AMAN
2022,Poland,1.54,1.689,1.403,1.484,AMAN
2022,Qatar,1.535,1.422,1.293,2.115,AMAN
2022,Netherlands,1.521,1.514,1.057,2.205,AMAN
2022,Slovakia,1.508,1.737,1.403,1.244,AMAN
2022,Malaysia,1.477,1.997,1.005,1.203,AMAN
2022,Norway,1.476,1.259,1.243,2.236,AMAN
2022,Germany,1.453,1.599,1.063,1.746,AMAN
2022,Finland,1.439,1.347,1.444,1.587,AMAN
2022,Croatia,1.438,1.546,1.201,1.588,AMAN
2022,Hungary,1.433,1.564,1.444,1.177,AMAN
2022,Canada,1.39,1.63,1.039,1.465,AMAN
2022,Bhutan,1.386,1.376,1.444,1.331,AMAN
2022,Switzerland,1.362,1.36,1.041,1.824,AMAN
2022,Singapore,1.345,1.327,1,1.902,AMAN
2022,Japan,1.34,1.285,1.403,1.325,AMAN
2022,Portugal,1.334,1.529,1.115,1.278,AMAN
2022,Czech Republic,1.317,1.556,1.041,1.265,AMAN
2022,New Zealand,1.316,1.639,1.009,1.167,AMAN
2022,Austria,1.31,1.467,1.098,1.343,AMAN
2022,Slovenia,1.31,1.329,1.403,1.145,AMAN
2022,Denmark,1.298,1.307,1.254,1.336,AMAN
2022,Ireland,1.283,1.508,1.018,1.263,AMAN
2022,Iceland,1.081,1.178,1,1.019,AMAN
2023,Afghanistan,3.448,4.136,3.434,2.3,BAHAYA
2023,Yemen,3.35,3.9,3.486,2.235,BAHAYA
2023,Syria,3.294,3.842,3.46,2.116,BAHAYA
2023,South Sudan,3.221,3.835,3.08,2.347,BAHAYA
2023,Democratic Republic of the Congo,3.214,3.749,3.421,2.063,BAHAYA
2023,Russia,3.142,2.838,3.445,3.187,BAHAYA
2023,Ukraine,3.043,3.12,3.47,2.349,BAHAYA
2023,Somalia,3.036,3.641,3.131,1.857,BAHAYA
2023,Sudan,3.023,3.25,3.263,2.318,BAHAYA
2023,Iraq,3.006,3.577,2.926,2.174,BAHAYA
2023,Mali,2.963,3.539,3.085,1.872,WASPADA
2023,Central African Republic,2.934,3.532,2.831,2.052,WASPADA
2023,Ethiopia,2.872,3.087,3.419,1.826,WASPADA
2023,Burkina Faso,2.868,3.253,3.005,2.052,WASPADA
2023,North Korea,2.848,2.96,2.61,3,WASPADA
2023,Iran,2.8,2.907,3.072,2.234,WASPADA
2023,Turkiye,2.8,3.077,3.088,1.917,WASPADA
2023,Pakistan,2.745,2.767,2.943,2.516,WASPADA
2023,Myanmar,2.741,3.211,2.778,1.921,WASPADA
2023,Nigeria,2.713,3.057,2.882,1.99,WASPADA
2023,Israel,2.706,2.349,2.435,3.783,WASPADA
2023,Chad,2.699,3.03,2.674,2.233,WASPADA
2023,Colombia,2.693,3.584,2.099,1.924,WASPADA
2023,Venezuela,2.693,3.544,2.086,2.073,WASPADA
2023,Cameroon,2.66,2.974,2.914,1.793,WASPADA
2023,Niger,2.625,2.85,2.947,1.853,WASPADA
2023,Libya,2.605,3.155,2.419,1.947,WASPADA
2023,Mexico,2.599,3.133,2.657,1.707,WASPADA
2023,Lebanon,2.581,2.815,2.447,2.384,WASPADA
2023,Palestine,2.538,2.769,2.659,1.991,WASPADA
2023,Eritrea,2.505,3.428,1.787,1.709,WASPADA
2023,Brazil,2.462,3.319,1.9,1.824,WASPADA
2023,United States of America,2.448,2.438,1.994,3.081,WASPADA
2023,South Africa,2.405,3.112,2.083,1.648,WASPADA
2023,Haiti,2.395,2.944,2.255,1.721,WASPADA
2023,Burundi,2.393,2.878,2.267,1.716,WASPADA
2023,Guinea,2.359,2.659,2.15,2.183,WASPADA
2023,India,2.314,2.346,2.282,2.388,WASPADA
2023,Uganda,2.3,2.914,1.844,1.835,WASPADA
2023,Zimbabwe,2.3,2.781,2.006,1.912,WASPADA
2023,Nicaragua,2.294,2.881,2.006,1.709,WASPADA
2023,El Salvador,2.279,3.048,1.448,2.082,WASPADA
2023,Egypt,2.267,2.467,2.362,1.831,WASPADA
2023,Honduras,2.265,3.046,1.604,1.825,WASPADA
2023,Saudi Arabia,2.26,2.137,2.184,2.694,WASPADA
2023,Mozambique,2.259,2.789,2.117,1.592,WASPADA
2023,Kenya,2.254,2.639,2.25,1.633,WASPADA
2023,Belarus,2.248,2.495,2.208,1.907,WASPADA
2023,Philippines,2.229,2.6,2.23,1.68,WASPADA
2023,Mauritania,2.228,2.78,1.742,1.966,WASPADA
2023,Republic of the Congo,2.21,2.788,1.706,1.911,WASPADA
2023,Djibouti,2.196,2.531,1.96,1.971,WASPADA
2023,Lesotho,2.191,2.7,1.824,1.838,WASPADA
2023,Benin,2.177,2.682,1.763,1.901,WASPADA
2023,Eswatini,2.168,2.746,1.816,1.688,WASPADA
2023,Bahrain,2.145,2.364,2.035,1.951,WASPADA
2023,Sri Lanka,2.136,2.442,1.763,2.156,WASPADA
2023,Guyana,2.134,2.909,1.604,1.499,WASPADA
2023,Guatemala,2.13,2.83,1.641,1.621,WASPADA
2023,Peru,2.13,2.729,1.701,1.696,WASPADA
2023,Togo,2.13,2.495,1.961,1.749,WASPADA
2023,Tajikistan,2.114,2.365,2.174,1.663,WASPADA
2023,Kyrgyz Republic,2.11,2.272,2.284,1.658,WASPADA
2023,Turkmenistan,2.107,2.55,1.604,2.088,WASPADA
2023,Cuba,2.103,2.701,1.805,1.46,WASPADA
2023,Ecuador,2.095,2.571,1.676,1.876,WASPADA
2023,Papua New Guinea,2.095,2.592,1.618,1.933,WASPADA
2023,Algeria,2.094,2.423,1.821,1.925,WASPADA
2023,Azerbaijan,2.09,2.339,1.847,1.986,WASPADA
2023,Georgia,2.071,2.452,1.805,1.745,WASPADA
2023,Gabon,2.068,2.537,1.696,1.788,WASPADA
2023,Thailand,2.061,2.599,1.841,1.454,WASPADA
2023,Tanzania,2.058,2.367,1.901,1.741,WASPADA
2023,Cote d' Ivoire,2.053,2.505,1.76,1.704,WASPADA
2023,Bangladesh,2.051,2.435,1.997,1.465,WASPADA
2023,Rwanda,2.051,2.407,1.967,1.504,WASPADA
2023,Guinea-Bissau,2.045,2.412,1.613,2.069,WASPADA
2023,Uzbekistan,2.033,2.361,1.805,1.812,WASPADA
2023,Angola,2.02,2.423,1.639,1.847,WASPADA
2023,Morocco,2.02,2.256,1.989,1.644,WASPADA
2023,Dominican Republic,2.019,2.535,1.604,1.687,WASPADA
2023,Equatorial Guinea,2.013,2.448,1.604,1.817,WASPADA
2023,Tunisia,2.01,2.417,1.742,1.694,WASPADA
2023,China,2.009,2.07,1.897,2.03,WASPADA
2023,Nepal,2.006,2.541,1.577,1.664,WASPADA
2023,Bolivia,2.001,2.555,1.417,1.873,WASPADA
2023,Jamaica,1.986,2.785,1.201,1.713,AMAN
2023,Kazakhstan,1.98,2.291,1.805,1.759,AMAN
2023,United Arab Emirates,1.979,1.85,1.678,2.633,AMAN
2023,Malawi,1.97,2.25,1.815,1.734,AMAN
2023,Cambodia,1.947,2.176,1.742,1.88,AMAN
2023,Kosovo,1.946,2.275,1.805,1.597,AMAN
2023,Liberia,1.946,2.441,1.448,1.798,AMAN
2023,Trinidad and Tobago,1.946,2.622,1.201,1.84,AMAN
2023,Panama,1.942,2.638,1.403,1.476,AMAN
2023,Paraguay,1.942,2.479,1.403,1.814,AMAN
2023,France,1.939,1.872,1.416,2.769,AMAN
2023,Armenia,1.929,1.987,1.783,2.061,AMAN
2023,Serbia,1.921,2.003,1.897,1.846,AMAN
2023,Cyprus,1.904,2.281,1.604,1.55,AMAN
2023,Zambia,1.898,2.38,1.577,1.503,AMAN
2023,Jordan,1.895,2.125,1.602,1.898,AMAN
2023,Bosnia and Herzegovina,1.892,2.144,1.851,1.496,AMAN
2023,Greece,1.89,1.857,1.805,2.114,AMAN
2023,The Gambia,1.888,2.272,1.54,1.703,AMAN
2023,Chile,1.874,2.332,1.403,1.776,AMAN
2023,Moldova,1.873,2.125,2.006,1.234,AMAN
2023,Namibia,1.859,2.504,1.201,1.665,AMAN
2023,Madagascar,1.846,2.347,1.504,1.449,AMAN
2023,Argentina,1.837,2.519,1.201,1.547,AMAN
2023,Indonesia,1.829,2.104,1.758,1.457,AMAN
2023,Senegal,1.827,2.174,1.54,1.625,AMAN
2023,Ghana,1.799,2.057,1.616,1.625,AMAN
2023,Uruguay,1.798,2.528,1,1.634,AMAN
2023,Timor-Leste,1.796,2.182,1.403,1.682,AMAN
2023,Oman,1.794,1.863,1.403,2.282,AMAN
2023,Sierra Leone,1.792,2.244,1.506,1.406,AMAN
2023,Laos,1.779,2.088,1.403,1.805,AMAN
2023,Montenegro,1.772,2.172,1.403,1.606,AMAN
2023,Mongolia,1.765,2.442,1.201,1.336,AMAN
2023,South Korea,1.763,1.485,1.805,2.182,AMAN
2023,Botswana,1.762,2.376,1.018,1.735,AMAN
2023,Albania,1.745,2.078,1.403,1.67,AMAN
2023,Vietnam,1.745,2.053,1.403,1.672,AMAN
2023,Costa Rica,1.731,2.231,1.201,1.608,AMAN
2023,North Macedonia,1.713,1.915,1.403,1.835,AMAN
2023,United Kingdom,1.693,1.723,1.12,2.452,AMAN
2023,Lithuania,1.671,1.753,1.448,1.835,AMAN
2023,Kuwait,1.669,1.693,1.403,2.062,AMAN
2023,Italy,1.662,1.93,1.046,2.07,AMAN
2023,Romania,1.649,1.745,1.54,1.624,AMAN
2023,Spain,1.649,1.836,1.352,1.751,AMAN
2023,Taiwan,1.649,1.638,1.604,1.703,AMAN
2023,Bulgaria,1.643,2.008,1.201,1.619,AMAN
2023,Poland,1.634,1.71,1.604,1.542,AMAN
2023,Sweden,1.625,1.528,1.562,1.864,AMAN
2023,Latvia,1.582,1.741,1.448,1.471,AMAN
2023,Slovakia,1.578,1.721,1.604,1.271,AMAN
2023,Estonia,1.563,1.657,1.448,1.545,AMAN
2023,Norway,1.55,1.301,1.448,2.165,AMAN
2023,Mauritius,1.546,2.106,1,1.319,AMAN
2023,Australia,1.525,1.606,1.258,1.772,AMAN
2023,Qatar,1.524,1.439,1.247,2.104,AMAN
2023,Belgium,1.523,1.802,1.084,1.672,AMAN
2023,Malaysia,1.513,2.092,1.005,1.18,AMAN
2023,Hungary,1.508,1.736,1.439,1.191,AMAN
2023,Bhutan,1.496,1.608,1.448,1.368,AMAN
2023,Netherlands,1.49,1.519,1.055,2.079,AMAN
2023,Germany,1.456,1.628,1.046,1.73,AMAN
2023,Croatia,1.45,1.581,1.201,1.575,AMAN
2023,Finland,1.399,1.251,1.448,1.585,AMAN
2023,Czech Republic,1.379,1.526,1.247,1.279,AMAN
2023,Canada,1.35,1.537,1.037,1.466,AMAN
2023,Switzerland,1.339,1.31,1.046,1.808,AMAN
2023,Japan,1.336,1.272,1.403,1.333,AMAN
2023,Slovenia,1.334,1.339,1.403,1.23,AMAN
2023,Portugal,1.333,1.546,1.138,1.211,AMAN
2023,Singapore,1.332,1.3,1,1.897,AMAN
2023,Austria,1.316,1.51,1.068,1.328,AMAN
2023,New Zealand,1.313,1.594,1.009,1.236,AMAN
2023,Ireland,1.312,1.548,1.028,1.301,AMAN
2023,Denmark,1.31,1.305,1.247,1.403,AMAN
2023,Iceland,1.124,1.282,1,1.015,AMAN
